tcp.stream,ip.src,tcp.srcport,ip.dst,tcp.dstport,frame.time,tcp.len
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.639088000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.639088000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:11.639196000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.639236000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.639236000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:11.644427000 CST,0
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:11.644427000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.644444000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.644444000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.644444000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.644444000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:11.648706000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.648719000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:11.654825000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.654836000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.677592000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.677611000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:11.737830000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.737860000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:11.741750000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.741761000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:11.742134000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.742141000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:11.748585000 CST,0
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:11.748585000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.748597000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:11.749838000 CST,0
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:11.749838000 CST,0
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:11.749838000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.749845000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.749855000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.749859000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:11.753862000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.753868000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:11.774763000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.774774000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:11.835504000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.835523000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:11.841410000 CST,0
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:11.841410000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.841431000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.841454000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:11.853098000 CST,0
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:11.853098000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.853142000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.853142000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.853142000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.853142000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.853142000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:11.872390000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.872420000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.872420000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:11.938993000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.939025000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.939025000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.939025000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:11.950808000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.950832000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.950832000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:11.956746000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.956765000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.956765000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:11.970125000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.970141000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:11.975837000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.975853000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:11.994254000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.038247000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.038274000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.042533000 CST,0
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.042533000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.042549000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.042564000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.048735000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.048748000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.049087000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.049100000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.054358000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.054368000 CST,1380
18,192.168.4.2,44550,192.168.1.143,2113,Jan 21, 2026 14:30:12.059437000 CST,0
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.060011000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.060023000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.072557000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.072568000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.077992000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.078011000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.136034000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.136077000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.136077000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.140303000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.140320000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.140320000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.151650000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.151670000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.151670000 CST,1380
18,192.168.1.143,2113,192.168.4.2,44550,Jan 21, 2026 14:30:12.158043000 CST,0
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.163851000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.163865000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.163865000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.175227000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.175243000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.175243000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.233578000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.233615000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.233615000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.239385000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.239402000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.239402000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.248276000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.248291000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.248291000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.266123000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.266145000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.266145000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.266145000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.273456000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.273472000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.273472000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.331730000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.331760000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.331760000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.337598000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.337621000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.337621000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.345622000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.345637000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.345637000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.369255000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.369269000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.369269000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.375423000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.375435000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.375435000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.375435000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.429155000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.429220000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.429220000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.429220000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.434951000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.434990000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.434990000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.443895000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.443941000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.443941000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.467808000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.467873000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.467873000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.473341000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.473388000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.473388000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.527281000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.527335000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.527335000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.527335000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.532432000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.532464000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.532464000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.539278000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.539294000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.539294000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.544249000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.544276000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.544276000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.565070000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.565086000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.565086000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.570968000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.570979000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.570979000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.625699000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.625717000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.625717000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.632047000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.632078000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.632078000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.632078000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.632078000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.637595000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.637614000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.637614000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.644081000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.644136000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.644136000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.662210000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.662228000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.662228000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.668868000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.668882000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.668882000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.724836000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.724889000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.724889000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.729223000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.729243000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.729243000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.735310000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.735327000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.735327000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.735327000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.741107000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.741136000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.741136000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.747299000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.747312000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.747312000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.766076000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.766090000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.766090000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.772541000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.772553000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.772553000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.822657000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.822959000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.822959000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.828477000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.828522000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.828522000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.834289000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.834310000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.834310000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.840402000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.840437000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.840437000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.840437000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.844619000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.844639000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.844639000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.864504000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.864521000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.864521000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.869845000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.869872000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.869872000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.921833000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.921871000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.921871000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.927630000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.927646000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.927646000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.933500000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.933528000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.933528000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.939270000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.939285000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.939285000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.939285000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.943801000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.943813000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.943813000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.943813000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.963628000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.963654000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.963654000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.963654000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:12.967519000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.967536000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:12.967536000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:13.020938000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:13.020999000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:13.020999000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:13.026690000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:13.026707000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:13.026707000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:13.032635000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:13.032647000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:13.032647000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:13.038480000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:13.038501000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:13.038501000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:13.042933000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:13.042946000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:13.042946000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:13.042946000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:13.060779000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:13.060799000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:13.060799000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:13.060799000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:13.060799000 CST,1380
21,192.168.1.143,50433,192.168.4.2,5056,Jan 21, 2026 14:30:13.066650000 CST,0
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:13.066669000 CST,1380
21,192.168.4.2,5056,192.168.1.143,50433,Jan 21, 2026 14:30:13.066669000 CST,1380
