tcp.stream,ip.src,tcp.srcport,ip.dst,tcp.dstport,frame.time,tcp.len
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.089520000 CST,0
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.089520000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.089559000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.089559000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.089559000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.089559000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.089559000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.091053000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.106788000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.106788000 CST,1380
13,192.168.4.2,60792,192.168.1.143,2113,Jan 21, 2026 14:49:46.106799000 CST,0
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.168706000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.168771000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.168771000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.173915000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.173989000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.173989000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.189495000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.189686000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.189686000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.194065000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.194157000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.194157000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.206258000 CST,0
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.206258000 CST,0
13,192.168.1.143,2113,192.168.4.2,60792,Jan 21, 2026 14:49:46.206258000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.206342000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.206409000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.218061000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.218105000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.267919000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.267985000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.272048000 CST,0
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.272048000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.272087000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.272113000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.272128000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.272135000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.288323000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.288359000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.292775000 CST,0
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.292775000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.292791000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.292810000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.293885000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.293910000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.303169000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.303184000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.309031000 CST,0
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.316591000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.316622000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.371319000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.371375000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.371375000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.371375000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.371375000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.387562000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.387590000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.387590000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.393465000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.393541000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.393541000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.401459000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.401535000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.401535000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.469003000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.469043000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.469043000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.474789000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.474818000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.474818000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.485386000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.485407000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.489465000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.489488000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.495500000 CST,0
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.495500000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.495519000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.501514000 CST,0
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.501514000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.501530000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.501545000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.566720000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.566780000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.572624000 CST,0
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.572624000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.572681000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.572725000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.578406000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.578433000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.583690000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.583708000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.588569000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.588593000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.594628000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.594659000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.594659000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.600467000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.600486000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.600486000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.600486000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.670331000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.670366000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.670366000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.675998000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.676031000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.676031000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.686286000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.686313000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.686313000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.692277000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.692295000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.692295000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.698076000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.698094000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.698094000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.771002000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.771045000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.771045000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.771045000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.776628000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.776654000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.776654000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.782611000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.782628000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.782628000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.794488000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.794517000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.794517000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.794517000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.798881000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.798897000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.798897000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.874542000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.874602000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.874602000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.884860000 CST,0
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.884860000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.884951000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.884951000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.884951000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.884951000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.884951000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.884951000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.896749000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.896792000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.896792000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.896792000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.906963000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.907054000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.907054000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.972197000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.972248000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.972248000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.983845000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.983866000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.983866000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.989786000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.989811000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.989811000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.989811000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.995650000 CST,0
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.995650000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.995683000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.995701000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:46.996730000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:46.996749000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.004684000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.004706000 CST,743
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.010459000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.010472000 CST,637
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.069837000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.069880000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.075774000 CST,0
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.081392000 CST,0
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.087426000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.087448000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.091803000 CST,0
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.091803000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.091824000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.091839000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.092105000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.092119000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.097425000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.097441000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.097664000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.097677000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.103740000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.103764000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.108119000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.108149000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.108149000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.188153000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.188203000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.188203000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.194039000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.194063000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.194063000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.199635000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.199670000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.199670000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.204417000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.204444000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.204444000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.210318000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.210346000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.210346000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.287308000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.287358000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.287358000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.291697000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.291759000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.291759000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.297661000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.297684000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.297684000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.303577000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.303604000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.303604000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.325838000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.325857000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.325857000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.325857000 CST,1360
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.389541000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.389576000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.389576000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.400017000 CST,0
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.400017000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.400058000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.400058000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.400058000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.400058000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.405634000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.405662000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.405662000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.431032000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.431051000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.431051000 CST,1380
17,192.168.4.2,60794,192.168.1.143,2113,Jan 21, 2026 14:49:47.440465000 CST,0
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.494821000 CST,0
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.494821000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.494903000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.494903000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.494903000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.494903000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.494903000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.500438000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.500467000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.500467000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.504429000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.504449000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.504449000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.531540000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.531569000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.531569000 CST,1380
17,192.168.1.143,2113,192.168.4.2,60794,Jan 21, 2026 14:49:47.537360000 CST,0
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.593984000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.594019000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.594019000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.599767000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.599786000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.599786000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.604824000 CST,0
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.604824000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.604844000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.604858000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.605908000 CST,0
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.605908000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.605931000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.633625000 CST,0
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.633625000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.633651000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.633661000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.691423000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.691455000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.698635000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.698653000 CST,1380
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.701527000 CST,0
16,192.168.1.143,50458,192.168.4.2,5056,Jan 21, 2026 14:49:47.701527000 CST,0
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.701543000 CST,1380
16,192.168.4.2,5056,192.168.1.143,50458,Jan 21, 2026 14:49:47.701555000 CST,1380
